Accession,arike_abundance,li_complete,li_minimal,li_without_methionine,valgepea_11_abundance,valgepea_21_abundance,valgepea_31_abundance,lu_abundance,valgepea_40_abundance,valgepea_48_abundance,Glucose,LB,Glycerol + AA,Acetate,Fumarate,Glucosamine,Glycerol,Pyruvate,Chemostat µ=0.5,Chemostat µ=0.35,Chemostat µ=0.20,Chemostat µ=0.12,Stationary phase 1 day,Stationary phase 3 days,Osmotic-stress glucose,42°C glucose,pH6 glucose,Xylose,Mannose,Galactose ,Succinate,Fructose,minimal_0.21_1,minimal_0.31_1,minimal_0.41_1,minimal_0.51_1,minimal_0.22_2,minimal_0.26_2,minimal_0.36_2,minimal_0.46_2,minimal_0.51_2,rich_0.22_1,rich_0.25_1,rich_0.35_1,rich_0.45_1,rich_0.55_1,rich_0.65_1,rich_0.74_1,rich_0.82_1,rich_0.22_2,rich_0.42_2,rich_0.53_2,rich_0.63_2,rich_0.73_2,rich_0.78_2
b2095,0.008709596085991065,0.00017931183107762925,0.0011305587802739848,0.0002595656931918221,0.008708414735503944,0.0,0.0,0.0021397183405800877,0.0,0.0,0.0004539030834217733,0.0026304833446506065,0.0011816458811503786,0.004692097324217873,0.001988091224510766,0.0023008695426327166,0.0010046462079397783,0.0023066624620998338,0.0012923274688180428,0.001548868627076407,0.0011656196847585586,0.001213501045135712,0.0001627073571866293,0.0001749993969600326,0.0002637525739347204,0.00031216994378120385,0.0003061312169659754,0.0008412329387066958,0.0012620009029812693,0.00290439833028783,0.0020628873768356493,0.0013486208308059401,0.00678016572522448,0.007869133574129137,0.005903404900056122,0.005739247270942007,0.013421850853030274,0.0068278739627833564,0.005088081152797841,0.0055451364052754425,0.004380654022642284,0.007206792765601225,0.005431869815235048,0.00704235051127675,0.0051780872454533075,0.004789022322094398,0.005829471067949395,0.004151970244492917,0.0037196021451682475,0.004123010885513583,0.005410887316749047,0.007095297478584488,0.007247105822203578,0.005714236330331606,0.005027346324845152
b0440,0.00847851275893378,0.004095504359076148,0.005002172581962406,0.0033658514915473965,0.008477362752081689,0.008736625578124014,0.007329905025188553,0.002375919417187111,0.005342767597434303,0.004273856237433769,0.002645017058848697,0.003332491880035036,0.003612285336159188,0.0022669110032129875,0.0029706049851158547,0.0032722483184134546,0.002600522263914913,0.002977094844376818,0.0026064112923299917,0.0037182619091644976,0.0036995755211902083,0.0032647490046798346,0.0020754227338916718,0.0018295391500367044,0.0022547269478311025,0.001132304078198825,0.0012765471661718452,0.0022166487934921434,0.002901713343826651,0.0020563988177950327,0.0022446395686273363,0.0015740501192397778,0.01175070143307948,0.011065971387032567,0.008416085860480564,0.007179026477351258,0.011591707244226784,0.011652337773620802,0.010059763387599426,0.008896987019360713,0.006728019452546202,0.012251451586505027,0.012311893725011869,0.011008475029939959,0.009972274751922448,0.00867283644009189,0.00796798951339558,0.006984352214576161,0.004162532131949845,0.013243246824179633,0.01049064058887498,0.008349546435867656,0.007398768784293546,0.006526725120944456,0.005687263727493885
b3460,0.008241348291690776,9.375130921157528e-05,0.003964939903136023,7.031297393786569e-05,0.008240230453306218,0.009727610238110269,0.008687161062253774,,0.007173768795149047,0.006310743083309253,0.006148323584531293,0.0003359807387248438,0.0008326623825722875,0.006994747915319354,0.008349060594813194,0.009534731762271762,0.006756912548975501,0.006704323822769842,0.008354440202460074,0.010993547037608567,0.011093095550600776,0.009301454711446321,0.004447334429767868,0.0046787028856669875,0.005931277978436295,0.0045999853176827265,0.00512219552570521,0.0048370893975635005,0.007998597272416495,0.007896995460089172,0.008814981301896826,0.006446486669248335,0.006108786855668046,0.005603068104055783,0.0038661785525560747,0.002915175926662575,0.0057426066809280595,0.006046722831251568,0.0048021349133239586,0.003144246103431061,0.0028097149788097143,0.005841224933057027,0.004745424088768957,0.0036597589863841904,0.0036506538408324265,0.00246877815581508,0.0016522913357617341,0.0010140316406613912,0.00014553952557075936,0.005053622431024017,0.003448438436059866,0.0026580762505334136,0.0018670066356188879,0.002380970563214783,0.0007888115529441698
b3495,0.007843735279547676,0.0007014745243546144,0.0030944877097863416,0.0014537398429517693,0.007842671372518938,0.007954875259408896,0.005594579885760521,0.0013532968328227037,0.004441873275937619,0.00439925680966985,0.004122265275803196,0.0021879721277934952,0.00221022882432791,0.005820447170411725,0.003699418009414465,0.0042033394951986785,0.003938568762100193,0.006938740739649906,0.005308550545313173,0.006302966968228912,0.008333899195375203,0.008808662408853139,0.0025526976483057845,0.0038832510813032028,0.004963764549329665,0.003263237447586891,0.0027371732340487217,0.0043744112812748185,0.006132257908852646,0.004897197184645903,0.0029398417022305397,0.0033142060299571193,0.007814608787501471,0.006615593738703353,0.005615895833885108,0.004352817119905925,0.007566056454697894,0.0066743818840423776,0.005978245599062687,0.005144153874395971,0.004281632062901986,0.00819390069187488,0.0075306277579144125,0.005740711849415611,0.00435162823861999,0.00368179364590019,0.0027051280431324935,0.0026943918320242203,0.0024941924372379894,0.0090498081580351,0.004812323991522989,0.0038619876203211056,0.0030838561806755403,0.00275838378753377,0.0026794972037934876
b1415,0.007835783019304814,3.071545254570501e-05,0.0002874301983747419,3.3341342261297725e-05,0.007834720190903194,0.0,0.0,0.0008309420958496727,0.0,0.0,0.0012544230669110825,0.0026605304025853487,0.0028898282689273505,0.007607426564836378,0.011531851650294467,0.0066698358337018435,0.006312378828648164,0.011111361860115054,0.007179597048989126,0.013143396236074242,0.01745614020652914,0.01958849402807901,0.0011714929717437312,0.0011714835664266645,0.0006562264997418879,0.000574015261864682,0.0006482778712220657,0.0021872056406374092,0.011775712651057618,0.013143992443638354,0.01067794126776162,0.0032548825330008463,0.007741704851049465,0.005632784750687119,0.0029160177348054755,0.0012114670073723427,0.006266582560886587,0.005785544096272095,0.003777590536757706,0.002053596508594413,0.00119062315103875,0.006577953205261182,0.005906787801031723,0.00476053490352571,0.0046252392181838214,0.0033075874868326405,0.0021409963516103537,0.0013957624944673063,0.000606517161151317,0.005347015389886189,0.0054490960530959,0.004115666193898731,0.0025467597110770865,0.0016074215675217728,0.0010119984895323587
b1482,0.007676270034433287,2.385290098594389e-05,0.0007639965643219991,4.919997497010982e-05,0.00767522884202265,0.00451620613274986,0.0028370233198801737,,0.0023004886843082674,0.001614619612835621,0.0007840144168194266,0.0002245334692941639,0.00026602338619680804,0.001460217448015573,0.001060930351827091,0.0013339671667403686,0.0009068487894677645,0.0007079390889777945,0.0007571211433479442,0.0010553805156104225,0.0018807583319292687,0.0024762813205307425,0.0062768882683553,0.006110516133521799,0.0026080796784613497,0.0009593131773628934,0.0017727598577245375,0.0007276664919812918,0.0010131556545060895,0.0031958981627072287,0.000913304763753228,0.0005497310717947967,0.003110243233379888,0.0017963222760932482,0.001378815973341606,0.0008466547749324307,0.0029450228364218197,0.0024884871765996314,0.0016180189124160118,0.0010606512669858682,0.0008068309775121235,0.0034300037202334693,0.0031273291838550548,0.0016364733534901346,0.0010957219776961276,0.0005213044900203688,0.00030337298974109496,0.00021693985242397004,0.00017130473195370693,0.004393018541079872,0.001246580053438735,0.0006508977222186343,0.00036821145811241293,0.0002668279515410627,0.00021661775079643888
b3510,0.007552308330647496,3.9515014626366447e-05,0.003371982049451833,6.10461825357285e-05,0.007551751668695777,0.002909429322267338,0.0,,0.0,0.001199797311728141,0.00017000733669979146,0.0002073246997497207,0.00019224705009389576,0.003507585268484961,0.0005765925825147233,0.0006446015839282318,0.00026316396243378264,0.00015424633130708238,0.0006831495373886623,0.0010749245992328377,0.0013570741257333944,0.0017986919044651163,0.019669511624339192,0.0216218263186156,0.001901374217200855,0.00044820369762036826,0.010724596881945284,0.0005888630570946871,0.00027017484120162385,0.0015581991042055144,0.00048164330824797095,0.00036266431139268243,0.0005648375417440383,0.00033941768031294216,0.0002629617231922986,0.0002696602302968233,0.0005009237621723807,0.00038197896042971687,0.00030853478201550613,0.00027015771988462455,0.00024483404334289875,0.0013282916065780307,0.0008520112835153166,0.0005229712372867242,,,0.00016275575668173222,0.0001090850264936968,,0.0012966907242581733,0.0003699091936603632,0.0002854148098026403,0.00018491203675484452,,0.0001270821071933886
b2414,0.00733198394391879,0.00013758309014166243,0.004345518776909987,0.006589166356579446,0.0073314571662830615,0.008822780895118012,0.008724787366230963,0.009839562116465366,0.00889704869732872,0.009083514919876247,0.017289581086702095,0.0034144384016752422,0.012398097975800604,0.01950360367629192,0.01794356116785819,0.016652207584812655,0.017514628580897022,0.016549834331732547,0.013793528875936685,0.012117331845897443,0.010529994253615966,0.010348638354456834,0.02053728419600121,0.0216218263186156,0.020528111017566752,0.02036574696204831,0.0320937563407467,0.016572288892521908,0.01697480087812834,0.015475991102993544,0.019220294281970918,0.017085167123406634,0.00863861635716303,0.009276260189287157,0.009147603027055978,0.009326626502803224,0.008817945178186447,0.009138066367785792,0.009539821083572248,0.009178785964520954,0.009435344484361646,0.0058415397206376465,0.006137579867471863,0.006360798189498211,0.006449978543387881,0.006726686456959326,0.0064031429659357625,0.005962274040651381,0.0057181265579957785,0.006507749403276017,0.006523068208030503,0.006642582954267833,0.006467690444448355,0.006041463329328083,0.005798387711902225
b0329,0.006997521233704299,9.07627786936148e-06,0.0006788320610998535,8.980189606194803e-06,0.0069965721052904824,0.003300900025290754,0.003749385938719092,,0.003199557221134866,0.0009164245900518028,0.000272341850053064,8.440491728941199e-05,0.00016806310589418595,0.0005718334062158888,0.0007149748023182569,0.0008505159787941948,0.0005201044527829826,0.0003159940039543268,0.00040292768893114735,0.000786649365802213,0.001126202593969622,0.0014598971964323033,0.0027624093531241067,0.0023285043727739874,0.0006772594003746408,0.0002386488109259329,0.0006602830169854373,0.00015142192896720524,0.0005510144787664697,0.0013037992504576754,0.00047255569865838656,0.00024283084754101093,0.0002189187209741762,5.503028498853524e-05,5.7232033014075e-05,3.155239305523486e-05,0.00013122406590526016,0.00013223685758210346,7.201192154727864e-05,3.320268817232096e-05,3.183426779613849e-05,0.00023466488012449524,0.00017481709287843112,7.223443519430216e-05,5.8546315293555856e-05,,,,,0.00034370300682684155,0.00010854258844550522,5.0142766102702674e-05,3.3357361686090325e-05,1.9152272406735124e-05,1.2727529029365285e-05
b1823,0.006997521233704299,0.005875893743572238,0.008898626030423955,0.00772898169904232,0.0069965721052904824,0.008263763907433457,0.009980602887773679,0.01627367831409534,0.009533204241662945,0.009231715596155252,0.0029751283922463505,0.003906117531516477,0.0038265734493211742,0.002445608942655453,0.0031505018708604484,0.0033572999162928743,0.0029294772169571413,0.0022082073570102068,0.002715193065799524,0.0024723265782355267,0.002303084304667877,0.0019773291141551453,0.0022489772482240764,0.001966935370790449,0.0034746351845307655,0.0020562327531180053,0.0037175934713907345,0.0031209742026018414,0.003043910628669611,0.002172998750762792,0.002998911164562838,0.0030690022425378578,0.00825973046140642,0.009646341702768981,0.009969144101679164,0.009246044391013368,0.007950080299662356,0.00901809216408023,0.010442483612062126,0.009357444823106851,0.008971804728980471,0.008535097351319904,0.009248193142465513,0.010869414149448225,0.011734057191169846,0.011880260741896643,0.011857216181921983,0.011524261090266866,0.008957809775140536,0.008911936087090122,0.011468113236058732,0.010990219222009281,0.01314229617620361,0.012267514638932013,0.01181727171824727
b3986,0.006527870099361153,0.02617537660050337,0.011414704822493222,0.014746522206623654,0.006526984673395861,0.006536687276447796,0.008524916439504128,0.04412546787296975,0.009495384416354023,0.011392839743652381,0.00519925350101304,0.008112705642380376,0.006183742694103017,0.002527299429257723,0.003279658609343746,0.003755699506359628,0.0036851845415136115,0.0030802382878040466,0.0028370286520854006,0.0021449631775600714,0.0019821165653865344,0.0018294914233771902,0.00527171837284679,0.0049968836074125,0.005468554164515733,0.005189727025077948,0.005002144068071494,0.0040883920821145414,0.003292755877144791,0.0025863985131030307,0.0032760832570451607,0.003927215498505274,0.009493358222394032,0.011128183537728363,0.013980822718806862,0.015741311932826033,0.009804375591443188,0.01031742793418715,0.012567047218921712,0.01490012095612382,0.0158129438308226,0.009373376019151173,0.009954476037065733,0.011695031938566993,0.013247476996175981,0.014984553761011436,0.017666565845732222,0.018703225070794673,0.02115718206831374,0.009922103040986622,0.01253517710649292,0.014343881704082616,0.01662301917629372,0.017813507429560903,0.019120481628070573
b4142,0.006389874995146782,0.0032653016498182725,0.0024365919223952657,0.0045408233209792035,0.006389008286534393,0.006615299040340937,0.0057583295606692545,0.026078688582845604,0.005431448567124191,0.004801515788141433,0.00105222987520502,0.0020076897801850424,0.0020020632286848385,0.0010721876366547914,0.0013515330134145115,0.0011549111712047487,0.0014180625678442004,0.001106447847673904,0.001057358838123853,0.0010211783692711956,0.0009122241011153937,0.0009116657597973877,0.0028130294198043916,0.0023935867931310245,0.001203081916193461,0.0032553742248216215,0.0016246963933096213,0.0013922405135595817,0.001150909274197707,0.0008850994911643569,0.0015857878733824703,0.001020364147647896,0.007254502772637441,0.006538910166595022,0.0057201278121087685,0.005234216502741943,0.0076607214768356965,0.007148453746168104,0.006473459756864773,0.005466938394377002,0.005404901600371421,0.008124724516827131,0.008387140007783749,0.008244755439863529,0.00806606155948617,0.007454780233987602,0.00685149822190469,0.0062409305496607895,0.005723680621292549,0.008641625488775583,0.00800451465807495,0.00753095492269719,0.006759602093040856,0.006340335055649432,0.005962225507652096
b2779,0.006344968113775326,0.0030008166989787693,0.003767464711289673,0.003352381207138104,0.006344107496233712,0.005664811349632966,0.005676755733646705,0.004549951678426373,0.005952318850861562,0.007532409882588771,0.011306313168869627,0.008276598685660786,0.00952051474191108,0.0074542569024571214,0.007472639869390815,0.010474775738833767,0.008935127778579443,0.006938740739649906,0.007919313108581946,0.0058143648776685306,0.006025183877737477,0.006837493198480409,0.016559993242550274,0.016704487891639475,0.013713451212554838,0.011362356895814598,0.01456624352622419,0.015100131249785188,0.008976203605711846,0.010440993997567562,0.008087972534730078,0.015740501192397775,0.004562795980550092,0.004372797603494096,0.005192112952903911,0.005839867721138004,0.00462039657720921,0.004378189305268631,0.004961473091026092,0.005951784961231929,0.00618900740103641,0.0059125487761523135,0.0058181024875163575,0.004947429955804682,0.004712025929400484,0.004771960748616306,0.004786607860560705,0.005198244169493533,0.005692654568166109,0.006850820655159628,0.004553814509654453,0.004496873312204865,0.004480097076812838,0.004851591870805024,0.005194390502721742
b0605,0.006268719971446708,0.005116419589906094,0.00659190997544246,0.007294684444257623,0.006267869696035681,0.00794217032787061,0.0070285935829392104,0.010327780369905679,0.006145330373127788,0.006197673179586183,0.00829404725161604,0.0073205559331917195,0.007500083960669502,0.009956028054651634,0.009087099100432039,0.011504347713163582,0.008712860918415777,0.008860959458066434,0.007788774980418507,0.008599396793862702,0.009065930881455457,0.007699879728018478,0.0016270735718662934,0.0014245818678151414,0.010684713521438433,0.011519621351119991,0.010404459661588709,0.009590055501256332,0.009065076908738695,0.007843995490558373,0.007906220342938391,0.008779877549528409,0.011991091642828236,0.011027186496470776,0.009443424127965021,0.008699038568910368,0.01264542788513462,0.012150187180490364,0.010577726771714336,0.009206048680058978,0.00910340294259157,0.014070601501539064,0.01417714581520015,0.0118531693749348,0.009940104964343527,0.008878425573825852,0.007860417001690363,0.007110195721769589,0.0072514642165648615,0.014493838328041624,0.009951729982164552,0.008761974802296563,0.007432709720643677,0.007020298269858045,0.006746003756555074
b2609,0.0061742284085609354,0.008977822391742003,0.004573688675125986,0.006984103631388056,0.006173390949777998,0.007108012166560065,0.00851137097007234,0.011916862915153023,0.009591890177487137,0.010165589245423576,0.0040892541424634304,0.005681625500387603,0.0045918881391854086,0.0021494809287222246,0.0028598992092730277,0.003666171508591818,0.0035073710533826776,0.002494195995603885,0.002545493499187054,0.0018566879441294468,0.00175687604659261,0.0015584556569509399,0.004302705667824197,0.0031022620370187597,0.004585172337940115,0.004285456407071942,0.004241818169724627,0.004458534575145488,0.0033460798589609007,0.00291499832419399,0.003594149592680614,0.004350389776793356,0.004238441066390895,0.0050754981647953895,0.006236845920747408,0.007052149968076592,0.004310280667782822,0.00455362410651628,0.0058670137614486705,0.006683928010293874,0.007192905280047587,0.004258457267702769,0.004576133461117011,0.0055157757681022325,0.006211225893359626,0.007209978489253062,0.0079065719024056,0.008604399581942826,0.010284321526489395,0.004652929761682307,0.005942790754862845,0.0068667764290642015,0.007826808618565686,0.008310818202586967,0.00911654187900008
